,epoch,train_loss,val_loss
0,1.0,0.04533127395917854,0.004070008933459493
1,2.0,0.0021179597824811935,0.000852674205088988
2,3.0,0.0006655869195529972,0.0004870191705942323
3,4.0,0.00041207210909596906,0.0003192483344305815
4,5.0,0.0002667696620780703,0.00020179255635329436
5,6.0,0.00016777880222000266,0.00015512235219251704
6,7.0,0.00011721991996832525,0.00011188065281285989
7,8.0,9.072837695675696e-05,8.378464150485921e-05
8,9.0,7.45117783926506e-05,6.791157251096924e-05
9,10.0,6.183232899311847e-05,5.805841541256417e-05
10,11.0,5.2923048282139234e-05,5.91286132641306e-05
11,12.0,4.6591915374460674e-05,4.471614598018773e-05
12,13.0,4.1749723785969137e-05,3.9296151242689865e-05
13,14.0,4.000631467537504e-05,3.718408732476581e-05
14,15.0,3.650577573794935e-05,3.6817995979535306e-05
15,16.0,3.457769667389209e-05,3.115974084886892e-05
16,17.0,3.25019966944619e-05,3.2270960995943325e-05
17,18.0,3.154438426783806e-05,2.9943317101490473e-05
18,19.0,3.071578219455641e-05,2.8003281510212798e-05
19,20.0,2.8899376312891014e-05,2.655785241255547e-05
20,21.0,2.874341654529667e-05,2.8177505935838615e-05
21,22.0,2.7617470892908586e-05,2.8147184225831137e-05
22,23.0,2.7720727234828894e-05,2.5597931033354886e-05
23,24.0,2.7552393485276714e-05,3.4942010295873676e-05
24,25.0,2.6497767103579307e-05,2.4646381461934652e-05
25,26.0,2.579741718448638e-05,2.7764883832953107e-05
26,27.0,2.5749117136325616e-05,2.6863307820431972e-05
27,28.0,2.503097029763115e-05,3.697260855750011e-05
28,29.0,2.5365618146841495e-05,2.4055793371437837e-05
29,30.0,2.425535508097566e-05,3.130203035239405e-05
30,31.0,2.447858540878e-05,2.3899636115939673e-05
31,32.0,2.3308723341516575e-05,2.1490694821709025e-05
32,33.0,2.4301970039814184e-05,2.6470320104139815e-05
33,34.0,2.304731090907992e-05,2.299852690570829e-05
34,35.0,2.1978691542215177e-05,2.469340880369683e-05
35,36.0,2.1550760920613928e-05,2.0833179281577362e-05
36,37.0,2.180925627306771e-05,2.241580754839974e-05
37,38.0,2.1434857416470145e-05,1.8830311405922242e-05
38,39.0,2.1106346987095307e-05,1.91184511922157e-05
39,40.0,1.9429187692764796e-05,1.91748505213499e-05
40,41.0,1.9396946726491983e-05,1.7737957221635787e-05
41,42.0,1.9305754851582326e-05,2.372244575367817e-05
42,43.0,1.9177775920464408e-05,1.859714459649033e-05
43,44.0,1.8771824107782663e-05,3.1469827610470186e-05
