,epoch,train_loss,val_loss
70,71.0,5.326865771550737e-06,5.341596855100916e-06
71,72.0,4.947445497231731e-06,6.373229878255169e-06
72,73.0,4.781756831537942e-06,3.477385855619181e-06
73,74.0,5.098660337590805e-06,9.139759774302392e-06
74,75.0,5.2946300233823145e-06,5.037433708887777e-06
75,76.0,4.975166327704352e-06,2.3227787264666895e-06
76,77.0,4.875457108644105e-06,3.2246806012275915e-06
77,78.0,4.572321088987747e-06,6.18227735631785e-06
78,79.0,4.575648224935441e-06,4.361041280995003e-06
79,80.0,4.134539227542314e-06,4.139442347637453e-06
80,81.0,4.405298038044621e-06,3.5319832406700255e-06
81,82.0,3.9397739212508925e-06,2.4927037923714863e-06
82,83.0,4.8288965428596995e-06,2.967516314662385e-06
83,84.0,3.994692738308038e-06,2.094910173481323e-06
84,85.0,4.558118547132663e-06,6.227382037901067e-06
85,86.0,3.855075600256441e-06,5.012764679737791e-06
86,87.0,4.161241103714828e-06,3.5748648467103058e-06
87,88.0,4.01098380002603e-06,5.985723932936047e-06
88,89.0,3.9020418858903336e-06,4.94786182304006e-06
89,90.0,4.187683083176921e-06,3.0390305426212526e-06
90,91.0,4.45635851368206e-06,3.711703115754195e-06
91,92.0,3.5916961236236414e-06,1.4433812436735429e-06
92,93.0,3.719901350304937e-06,1.2474529599422382e-06
93,94.0,3.515486387298427e-06,5.9360581162598256e-06
94,95.0,3.705600984403807e-06,3.0829948753655744e-06
95,96.0,3.4085686115985745e-06,4.373339334466055e-06
96,97.0,3.4201046184357943e-06,3.3563066252800064e-06
97,98.0,3.3663120391579755e-06,1.4560850264877067e-05
98,99.0,3.5002242576090927e-06,1.879365251789835e-06
99,100.0,3.4131564599453217e-06,1.9854599388260477e-06
