,epoch,train_loss,val_loss
78,79.0,3.861215579159471e-06,2.397947022555772e-06
79,80.0,3.249635086596835e-06,3.6830031219055442e-06
80,81.0,3.2362975900168117e-06,2.7586494623351013e-06
81,82.0,3.3584471912309377e-06,1.2532795350365818e-06
82,83.0,3.196474365785998e-06,3.2959229756748054e-06
83,84.0,3.52333231372221e-06,1.693451158308273e-06
84,85.0,3.1915964112524216e-06,8.795821647502387e-06
85,86.0,3.3038086047122593e-06,2.9585752119229173e-06
86,87.0,3.2007258987059226e-06,8.833055366349899e-06
87,88.0,3.1333733661929013e-06,2.638700424029139e-06
88,89.0,3.072593924790724e-06,2.6540528717139916e-06
89,90.0,3.0027410780550345e-06,1.9066444102897798e-06
90,91.0,2.9711062509818474e-06,8.085957641800302e-06
91,92.0,3.09441345403753e-06,1.9816469580420786e-06
92,93.0,3.421094572038069e-06,2.7532364608294882e-06
93,94.0,3.003371808660669e-06,1.129383925563781e-06
94,95.0,2.833979192408876e-06,3.104461479934302e-06
95,96.0,2.8407593280854036e-06,1.2787572503922009e-05
96,97.0,3.0401938893566143e-06,1.8460538244240027e-05
97,98.0,2.8517282248038076e-06,3.2592423136437985e-06
98,99.0,2.9500068275665456e-06,3.73878743031045e-06
99,100.0,2.886850883815533e-06,3.884495187507624e-06
